Location,Measure,Initial_Match,Num_Matches_Found,+-250_Text,Weights_Matches,Weight Values,Weight Result
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,1. Restrict NONE permits?*1.0,growth management,0,[],[],[[]],[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,1. Restrict NONE permits?*1.0,growth control,0,[],[],"[[], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,1. Restrict NONE permits?*1.0,growth rate,1,['landscape architect or designee and for properties with hp designation the historic preserve officer. tree locations in conflict with overhead power lines may use alternative tree species that are on the approve utility plant list. 2 tree matrix key growth rate: tree form: - (s) slow (ir) irregular open (up) umbrella (sm) slow-moderate (r) rounded crown (v) vase shaped (mf) moderate-fast (s) shrub-like (p) palm (m) moderate (u) upright open - (f) fast - - note: species marked with an asterisk ()'],[['growth']],"[[], [], [[1.5]]]",[0]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,1. Restrict NONE permits?*1.0,development approvals,0,[],[],"[[], [], [[1.5]], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,2. Restrict number of NONE authorized for construction?*1.0,growth management,0,[],[],[[]],[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,2. Restrict number of NONE authorized for construction?*1.0,growth control,0,[],[],"[[], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,2. Restrict number of NONE authorized for construction?*1.0,growth rate,1,['landscape architect or designee and for properties with hp designation the historic preserve officer. tree locations in conflict with overhead power lines may use alternative tree species that are on the approve utility plant list. 2 tree matrix key growth rate: tree form: - (s) slow (ir) irregular open (up) umbrella (sm) slow-moderate (r) rounded crown (v) vase shaped (mf) moderate-fast (s) shrub-like (p) palm (m) moderate (u) upright open - (f) fast - - note: species marked with an asterisk ()'],[['growth']],"[[], [], [[1.5]]]",[0]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,2. Restrict number of NONE authorized for construction?*1.0,development approvals,0,[],[],"[[], [], [[1.5]], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,3. Restrict number of NONE?*1.0,growth management,0,[],[],[[]],[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,3. Restrict number of NONE?*1.0,growth control,0,[],[],"[[], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,3. Restrict number of NONE?*1.0,growth rate,1,['landscape architect or designee and for properties with hp designation the historic preserve officer. tree locations in conflict with overhead power lines may use alternative tree species that are on the approve utility plant list. 2 tree matrix key growth rate: tree form: - (s) slow (ir) irregular open (up) umbrella (sm) slow-moderate (r) rounded crown (v) vase shaped (mf) moderate-fast (s) shrub-like (p) palm (m) moderate (u) upright open - (f) fast - - note: species marked with an asterisk ()'],[['growth']],"[[], [], [[1.5]]]",[0]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,3. Restrict number of NONE?*1.0,development approvals,0,[],[],"[[], [], [[1.5]], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,4. Restrict number of NONE units?*1.0,growth management,0,[],[],[[]],[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,4. Restrict number of NONE units?*1.0,growth control,0,[],[],"[[], []]",[]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,4. Restrict number of NONE units?*1.0,growth rate,1,['landscape architect or designee and for properties with hp designation the historic preserve officer. tree locations in conflict with overhead power lines may use alternative tree species that are on the approve utility plant list. 2 tree matrix key growth rate: tree form: - (s) slow (ir) irregular open (up) umbrella (sm) slow-moderate (r) rounded crown (v) vase shaped (mf) moderate-fast (s) shrub-like (p) palm (m) moderate (u) upright open - (f) fast - - note: species marked with an asterisk ()'],[['growth']],"[[], [], [[1.0]]]",[0]
/restricted/projectnb/trucks/William/Mleczko_and_Desmond/nzlud/municipal_codes_all/27/AZ_Phoenix.txt,4. Restrict number of NONE units?*1.0,development approvals,0,[],[],"[[], [], [[1.0]], []]",[]
